club_name,player_name,age,position,club_involved_name,fee,transfer_type,transfer_movement,transfer_period,fee_cleaned,year,season
Manchester City,Giuseppe Mazzarelli,23,Right-Back,FC Zürich,loan transfer,Loan,in,Winter,NA,1995,1995/1996
Manchester City,Michel Vonk,27,Centre-Back,Oldham Athletic,"End of loanDec 1, 1995",Loan,in,Winter,NA,1995,1995/1996
Manchester City,Garry Flitcroft,23,Central Midfield,Blackburn,€5.25m,Transfer,out,Winter,5.25,1995,1995/1996
Manchester City,Tony Coton,34,Goalkeeper,Man Utd,€575Th.,Transfer,out,Winter,0.575,1995,1995/1996
Manchester City,Eduard Abazaj,32,Left-Back,Coimbra,?,Transfer,out,Winter,NA,1995,1995/1996
Manchester City,Terry Phelan,28,Left-Back,Chelsea,?,Transfer,out,Winter,NA,1995,1995/1996
Manchester City,Michel Vonk,27,Centre-Back,Sheff Utd,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Manchester City,Gerry Creaney,25,Centre-Forward,Oldham Athletic,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Manchester City,Paul Lake,27,Right Midfield,Retired,-,Transfer,out,Winter,NA,1995,1995/1996
Manchester City,Ronnie Ekelund,23,Left Midfield,Barcelona B,"End of loanFeb 1, 1996",Loan,out,Winter,NA,1995,1995/1996
Manchester City,Scott Hiley,27,Right-Back,Birmingham,"End of loanMar 31, 1996",Loan,out,Winter,NA,1995,1995/1996
Southampton FC,Mark Walters,31,Left Midfield,Liverpool,free transfer,Transfer,in,Winter,0,1995,1995/1996
Southampton FC,Neil Moss,20,Goalkeeper,Bournemouth,€40Th.,Transfer,in,Winter,0.04,1995,1995/1996
Southampton FC,Craig Maskell,27,Centre-Forward,Brighton,€60Th.,Transfer,out,Winter,0.06,1995,1995/1996
Southampton FC,Paul McDonald,27,Left-Back,Brighton,?,Transfer,out,Winter,NA,1995,1995/1996
Blackburn Rovers,Garry Flitcroft,23,Central Midfield,Man City,€5.25m,Transfer,in,Winter,5.25,1995,1995/1996
Blackburn Rovers,Chris Coleman,25,Centre-Back,Crystal Palace,€4.90m,Transfer,in,Winter,4.9,1995,1995/1996
Blackburn Rovers,Gary Croft,22,Left-Back,Grimsby Town,€1.50m,Transfer,in,Winter,1.5,1995,1995/1996
Blackburn Rovers,Graham Fenton,21,Second Striker,Aston Villa,€1.50m,Transfer,in,Winter,1.5,1995,1995/1996
Blackburn Rovers,Niklas Gudmundsson,23,Left Winger,Halmstads BK,€930Th.,Transfer,in,Winter,0.93,1995,1995/1996
Blackburn Rovers,Billy McKinlay,26,Right Midfield,Dundee United,free transfer,Transfer,in,Winter,0,1995,1995/1996
Blackburn Rovers,Frank Talia,23,Goalkeeper,Swindon Town,"End of loanNov 8, 1995",Loan,in,Winter,NA,1995,1995/1996
Blackburn Rovers,David Batty,27,Defensive Midfield,Newcastle,€5.15m,Transfer,out,Winter,5.15,1995,1995/1996
Blackburn Rovers,Lee Makel,22,Attacking Midfield,Huddersfield,€450Th.,Transfer,out,Winter,0.45,1995,1995/1996
Blackburn Rovers,Shay Given,19,Goalkeeper,Sunderland,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Blackburn Rovers,Frank Talia,23,Goalkeeper,Swindon Town,?,Transfer,out,Winter,NA,1995,1995/1996
Tottenham Hotspur,Andy Sinton,29,Left Midfield,Sheff Wed,€1.82m,Transfer,in,Winter,1.82,1995,1995/1996
Tottenham Hotspur,John Hendry,25,Centre-Forward,Swansea,"End of loanDec 31, 1995",Loan,in,Winter,NA,1995,1995/1996
Tottenham Hotspur,Danny Hill,21,midfield,Birmingham,"End of loanFeb 14, 1996",Loan,in,Winter,NA,1995,1995/1996
Tottenham Hotspur,Andy Turner,21,midfield,Huddersfield,"End of loanMar 27, 1996",Loan,in,Winter,NA,1995,1995/1996
Tottenham Hotspur,Jason Cundy,26,Centre-Back,Crystal Palace,"End of loanJan 10, 1996",Loan,in,Winter,NA,1995,1995/1996
Tottenham Hotspur,Darren Caskey,21,Central Midfield,Watford,"End of loanFeb 27, 1996",Loan,in,Winter,NA,1995,1995/1996
Tottenham Hotspur,Ilie Dumitrescu,26,Left Winger,West Ham,€1.50m,Transfer,out,Winter,1.5,1995,1995/1996
Tottenham Hotspur,Darren Caskey,21,Central Midfield,Reading,€700Th.,Transfer,out,Winter,0.7,1995,1995/1996
Tottenham Hotspur,Paul Mahorn,22,attack,Burnley,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Tottenham Hotspur,Danny Hill,21,midfield,Watford,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Tottenham Hotspur,Danny Hill,21,midfield,Birmingham,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Tottenham Hotspur,Andy Turner,21,midfield,Southend United,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Tottenham Hotspur,Andy Turner,20,midfield,Huddersfield,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Tottenham Hotspur,Jason Cundy,26,Centre-Back,Crystal Palace,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Tottenham Hotspur,Owen Coll,19,Centre-Back,Yeovil Town,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Liverpool FC,Paul Stewart,31,Defensive Midfield,Sunderland,"End of loanNov 1, 1995",Loan,in,Winter,NA,1995,1995/1996
Liverpool FC,Jan Mölby,32,Central Midfield,Barnsley FC,"End of loanDec 21, 1995",Loan,in,Winter,NA,1995,1995/1996
Liverpool FC,Jan Mölby,32,Central Midfield,Norwich,"End of loanFeb 21, 1996",Loan,in,Winter,NA,1995,1995/1996
Liverpool FC,Nigel Clough,29,Attacking Midfield,Man City,€1.70m,Transfer,out,Winter,1.7,1995,1995/1996
Liverpool FC,Paul Stewart,31,Defensive Midfield,Sunderland,free transfer,Transfer,out,Winter,0,1995,1995/1996
Liverpool FC,Jan Mölby,32,Central Midfield,Swansea,free transfer,Transfer,out,Winter,0,1995,1995/1996
Liverpool FC,Mark Walters,31,Left Midfield,Southampton,free transfer,Transfer,out,Winter,0,1995,1995/1996
Liverpool FC,Phil Charnock,20,Central Midfield,Blackpool,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Liverpool FC,Jan Mölby,32,Central Midfield,Norwich,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Liverpool FC,Lee Jones,22,Centre-Forward,Wrexham,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Everton FC,Neil Moore,23,defence,Carlisle United,"End of loanMar 25, 1996",Loan,in,Winter,NA,1995,1995/1996
Everton FC,Vinny Samways,27,Central Midfield,Wolves,"End of loanDec 31, 1995",Loan,in,Winter,NA,1995,1995/1996
Everton FC,Alex Smith,19,Left-Back,Swindon Town,free transfer,Transfer,out,Winter,0,1995,1995/1996
Everton FC,Matt Jackson,24,Right-Back,Charlton,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Everton FC,Stuart Barlow,27,Centre-Forward,Oldham Athletic,?,Transfer,out,Winter,NA,1995,1995/1996
Everton FC,Tony Grant,21,Defensive Midfield,Swindon Town,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Everton FC,Neil Moore,23,defence,Rotherham,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Everton FC,Paul Holmes,27,midfield,West Brom,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Everton FC,Vinny Samways,27,Central Midfield,Birmingham,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Everton FC,Gary Ablett,30,Centre-Back,Sheff Utd,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Everton FC,Jason Kearton,26,Goalkeeper,Preston,loan transfer,Loan,out,Winter,NA,1995,1995/1996
